,Condition,Date/Time,current,power,voltage
73,normal,Wed Nov  6 19:42:07 2019,0.14,2.13,14.45
74,normal,Wed Nov  6 19:42:08 2019,0.21,3.06,14.45
75,normal,Wed Nov  6 19:42:09 2019,0.16,2.4,14.45
76,normal,Wed Nov  6 19:42:10 2019,0.19,2.8,14.44
77,normal,Wed Nov  6 19:42:11 2019,0.17,2.53,14.44
78,normal,Wed Nov  6 19:42:12 2019,0.18,2.66,14.44
79,normal,Wed Nov  6 19:42:13 2019,0.19,2.79,14.42
80,normal,Wed Nov  6 19:42:14 2019,0.17,2.53,14.44
81,normal,Wed Nov  6 19:42:15 2019,0.15,2.26,14.44
82,normal,Wed Nov  6 19:42:16 2019,0.12,1.86,14.43
83,normal,Wed Nov  6 19:42:17 2019,0.2,2.93,14.44
84,normal,Wed Nov  6 19:42:18 2019,0.2,2.93,14.46
85,normal,Wed Nov  6 19:42:19 2019,0.18,2.66,14.45
86,normal,Wed Nov  6 19:42:20 2019,0.21,3.07,14.45
87,normal,Wed Nov  6 19:42:21 2019,0.16,2.4,14.47
88,normal,Wed Nov  6 19:42:23 2019,0.18,2.66,14.45
89,normal,Wed Nov  6 19:42:24 2019,0.15,2.26,14.45
90,normal,Wed Nov  6 19:42:25 2019,0.15,2.26,14.44
91,normal,Wed Nov  6 19:42:26 2019,0.13,2.0,14.45
92,normal,Wed Nov  6 19:42:27 2019,0.16,2.4,14.45
93,normal,Wed Nov  6 19:42:28 2019,0.2,2.93,14.43
94,normal,Wed Nov  6 19:42:29 2019,0.18,2.66,14.44
95,normal,Wed Nov  6 19:42:30 2019,0.13,1.99,14.43
96,normal,Wed Nov  6 19:42:31 2019,0.13,2.0,14.44
97,normal,Wed Nov  6 19:42:32 2019,0.18,2.66,14.44
98,normal,Wed Nov  6 19:42:33 2019,0.19,2.8,14.44
99,normal,Wed Nov  6 19:42:34 2019,0.14,2.13,14.44
100,normal,Wed Nov  6 19:42:35 2019,0.15,2.26,14.44
101,normal,Wed Nov  6 19:42:36 2019,0.13,2.0,14.44
102,normal,Wed Nov  6 19:42:37 2019,0.16,2.4,14.44
103,normal,Wed Nov  6 19:42:38 2019,0.17,2.53,14.43
104,normal,Wed Nov  6 19:42:39 2019,0.14,2.13,14.44
105,normal,Wed Nov  6 19:42:40 2019,0.15,2.26,14.46
106,normal,Wed Nov  6 19:42:41 2019,0.17,2.53,14.42
107,normal,Wed Nov  6 19:42:42 2019,0.19,2.79,14.42
108,normal,Wed Nov  6 19:42:43 2019,0.13,2.0,14.45
109,normal,Wed Nov  6 19:42:44 2019,0.13,2.0,14.44
110,normal,Wed Nov  6 19:42:45 2019,0.19,2.79,14.43
111,normal,Wed Nov  6 19:42:46 2019,0.18,2.66,14.42
112,normal,Wed Nov  6 19:42:47 2019,0.16,2.4,14.43
113,normal,Wed Nov  6 19:42:48 2019,0.14,2.13,14.43
114,normal,Wed Nov  6 19:42:49 2019,0.13,1.99,14.42
115,normal,Wed Nov  6 19:42:50 2019,0.16,2.4,14.45
116,normal,Wed Nov  6 19:42:51 2019,0.15,2.26,14.42
117,normal,Wed Nov  6 19:42:52 2019,0.2,2.93,14.42
118,normal,Wed Nov  6 19:42:53 2019,0.2,2.93,14.44
119,normal,Wed Nov  6 19:42:54 2019,0.19,2.8,14.44
120,normal,Wed Nov  6 19:42:55 2019,0.14,2.13,14.44
121,normal,Wed Nov  6 19:42:56 2019,0.18,2.66,14.44
122,normal,Wed Nov  6 19:42:57 2019,0.14,2.13,14.47
123,normal,Wed Nov  6 19:42:58 2019,0.19,2.79,14.43
